"kBET.expected","kBET.observed","kBET.signif"
0.0116959064327485,0.87719298245614,0
0.0116959064327485,0.894736842105263,0
0.0175438596491228,0.842105263157895,0
0.0116959064327485,0.912280701754386,0
0.0175438596491228,0.824561403508772,0
0.0116959064327485,0.894736842105263,0
0.0175438596491228,0.912280701754386,0
0.0116959064327485,0.87719298245614,0
0.0350877192982456,0.824561403508772,0
0.0175438596491228,0.912280701754386,0
0.0233918128654971,0.859649122807018,0
0.00584795321637427,0.929824561403509,0
0.0116959064327485,0.929824561403509,0
0.00584795321637427,0.947368421052632,0
0.0116959064327485,0.859649122807018,0
0.0116959064327485,0.912280701754386,0
0.0175438596491228,0.894736842105263,0
0.0233918128654971,0.894736842105263,0
0.00584795321637427,0.894736842105263,0
0.0175438596491228,0.859649122807018,0
0.0292397660818713,0.894736842105263,0
0.00584795321637427,0.894736842105263,0
0.00584795321637427,0.947368421052632,0
0.0409356725146199,0.87719298245614,0
0.0175438596491228,0.824561403508772,0
0.00584795321637427,0.859649122807018,0
0.0175438596491228,0.964912280701754,0
0.00584795321637427,0.929824561403509,0
0.0175438596491228,0.87719298245614,0
0.0175438596491228,0.894736842105263,0
0.0175438596491228,0.912280701754386,0
0.00584795321637427,0.859649122807018,0
0.0292397660818713,0.947368421052632,0
0.00584795321637427,0.964912280701754,0
0.0292397660818713,0.87719298245614,0
0.0175438596491228,0.859649122807018,0
0.0175438596491228,0.842105263157895,0
0.0233918128654971,0.859649122807018,0
0.0116959064327485,0.859649122807018,0
0.0175438596491228,0.87719298245614,0
0.0175438596491228,0.912280701754386,0
0.0175438596491228,0.929824561403509,0
0.0175438596491228,0.912280701754386,0
0.0350877192982456,0.894736842105263,0
0.0175438596491228,0.929824561403509,0
0.0175438596491228,0.842105263157895,0
0.0233918128654971,0.771929824561403,0
0.00584795321637427,0.87719298245614,0
0.00584795321637427,0.894736842105263,0
0.00584795321637427,0.929824561403509,0
0.0233918128654971,0.912280701754386,0
0,0.894736842105263,0
0.0175438596491228,0.947368421052632,0
0.0116959064327485,0.824561403508772,0
0.0175438596491228,0.947368421052632,0
0.0175438596491228,0.929824561403509,0
0.0116959064327485,0.894736842105263,0
0.0175438596491228,0.912280701754386,0
0.0175438596491228,0.87719298245614,0
0.0116959064327485,0.789473684210526,0
0.00584795321637427,0.929824561403509,0
0.0175438596491228,0.947368421052632,0
0.0292397660818713,0.859649122807018,0
0.0116959064327485,0.842105263157895,0
0.00584795321637427,0.929824561403509,0
0.0233918128654971,0.894736842105263,0
0.0233918128654971,0.947368421052632,0
0.00584795321637427,0.929824561403509,0
0.00584795321637427,0.824561403508772,0
0.0175438596491228,0.87719298245614,0
0.0116959064327485,0.87719298245614,0
0.00584795321637427,0.87719298245614,0
0.0175438596491228,0.824561403508772,0
0.00584795321637427,0.912280701754386,0
0.0409356725146199,0.912280701754386,0
0.0175438596491228,0.912280701754386,0
0.0292397660818713,0.842105263157895,0
0.0233918128654971,0.964912280701754,0
0.0292397660818713,0.912280701754386,0
0.0233918128654971,0.859649122807018,0
0,0.912280701754386,0
0.0116959064327485,0.894736842105263,0
0.0233918128654971,0.929824561403509,0
0.00584795321637427,0.982456140350877,0
0.0116959064327485,0.824561403508772,0
0.0175438596491228,0.894736842105263,0
0.0175438596491228,0.807017543859649,0
0,0.87719298245614,0
0.0292397660818713,0.947368421052632,0
0.00584795321637427,0.842105263157895,0
0.0116959064327485,0.894736842105263,0
0.0116959064327485,0.947368421052632,0
0.0409356725146199,0.912280701754386,0
0.0175438596491228,0.894736842105263,0
0.0175438596491228,0.87719298245614,0
0.0409356725146199,0.912280701754386,0
0.0116959064327485,0.859649122807018,0
0,0.859649122807018,0
0.0233918128654971,0.894736842105263,0
0.0292397660818713,0.87719298245614,0
