"kBET.expected","kBET.observed","kBET.signif"
0.0292397660818713,0.543859649122807,0
0.0116959064327485,0.684210526315789,0
0.0116959064327485,0.56140350877193,0
0.0233918128654971,0.666666666666667,0
0.0116959064327485,0.649122807017544,0
0.0116959064327485,0.684210526315789,0
0.00584795321637427,0.56140350877193,0
0.0116959064327485,0.754385964912281,0
0.0116959064327485,0.719298245614035,0
0.0116959064327485,0.578947368421053,0
0.0175438596491228,0.649122807017544,0
0.0175438596491228,0.614035087719298,0
0,0.684210526315789,0
0.0175438596491228,0.631578947368421,0
0.0350877192982456,0.56140350877193,0
0.0116959064327485,0.719298245614035,0
0.0175438596491228,0.614035087719298,0
0.0116959064327485,0.649122807017544,0
0.0116959064327485,0.649122807017544,0
0.0116959064327485,0.596491228070175,0
0.00584795321637427,0.701754385964912,0
0.00584795321637427,0.666666666666667,0
0.0116959064327485,0.736842105263158,0
0.0233918128654971,0.649122807017544,0
0.0292397660818713,0.596491228070175,0
0.0175438596491228,0.649122807017544,0
0.0233918128654971,0.543859649122807,0
0.0116959064327485,0.614035087719298,0
0.0116959064327485,0.491228070175439,0
0.00584795321637427,0.649122807017544,0
0.0175438596491228,0.614035087719298,0
0.0175438596491228,0.473684210526316,0
0.0116959064327485,0.719298245614035,0
0.0233918128654971,0.578947368421053,0
0.0175438596491228,0.631578947368421,0
0.0116959064327485,0.614035087719298,0
0.0175438596491228,0.614035087719298,0
0.0175438596491228,0.596491228070175,0
0.0175438596491228,0.508771929824561,0
0.0175438596491228,0.649122807017544,0
0.00584795321637427,0.719298245614035,0
0.0233918128654971,0.631578947368421,0
0.0175438596491228,0.701754385964912,0
0.0233918128654971,0.631578947368421,0
0.0409356725146199,0.543859649122807,0
0.0175438596491228,0.614035087719298,0
0.0175438596491228,0.649122807017544,0
0.0116959064327485,0.631578947368421,0
0.0350877192982456,0.543859649122807,0
0.00584795321637427,0.666666666666667,0
0,0.649122807017544,0
0.00584795321637427,0.631578947368421,0
0.0116959064327485,0.614035087719298,0
0.00584795321637427,0.614035087719298,0
0.0292397660818713,0.526315789473684,0
0,0.719298245614035,0
0.0116959064327485,0.631578947368421,0
0.0350877192982456,0.614035087719298,0
0.0175438596491228,0.701754385964912,0
0.0175438596491228,0.526315789473684,0
0.0292397660818713,0.666666666666667,0
0.0350877192982456,0.614035087719298,0
0.0175438596491228,0.578947368421053,0
0.0350877192982456,0.649122807017544,0
0.0175438596491228,0.736842105263158,0
0.0116959064327485,0.789473684210526,0
0.0292397660818713,0.578947368421053,0
0.0116959064327485,0.56140350877193,0
0.0116959064327485,0.491228070175439,0
0.0116959064327485,0.614035087719298,0
0,0.719298245614035,0
0.0233918128654971,0.543859649122807,0
0.0175438596491228,0.666666666666667,0
0,0.631578947368421,0
0.0116959064327485,0.596491228070175,0
0.00584795321637427,0.543859649122807,0
0.0116959064327485,0.684210526315789,0
0.0116959064327485,0.684210526315789,0
0,0.614035087719298,0
0.0175438596491228,0.56140350877193,0
0.0175438596491228,0.684210526315789,0
0.0350877192982456,0.578947368421053,0
0.0292397660818713,0.684210526315789,0
0.0175438596491228,0.666666666666667,0
0.0233918128654971,0.631578947368421,0
0,0.631578947368421,0
0.0233918128654971,0.56140350877193,0
0.0292397660818713,0.649122807017544,0
0.0116959064327485,0.56140350877193,0
0.00584795321637427,0.684210526315789,0
0.0175438596491228,0.736842105263158,0
0.00584795321637427,0.649122807017544,0
0.0175438596491228,0.631578947368421,0
0.0175438596491228,0.614035087719298,0
0,0.543859649122807,0
0.00584795321637427,0.649122807017544,0
0.0175438596491228,0.526315789473684,0
0.0175438596491228,0.614035087719298,0
0.0467836257309941,0.56140350877193,0
0.0175438596491228,0.631578947368421,0
