"kBET.expected","kBET.observed","kBET.signif"
0.0233918128654971,0.929824561403509,0
0.0175438596491228,0.947368421052632,0
0.0116959064327485,0.964912280701754,0
0.00584795321637427,0.982456140350877,0
0.0233918128654971,0.964912280701754,0
0.00584795321637427,0.947368421052632,0
0.0175438596491228,0.982456140350877,0
0.0175438596491228,0.964912280701754,0
0.0175438596491228,0.982456140350877,0
0.00584795321637427,0.947368421052632,0
0.00584795321637427,0.964912280701754,0
0.0116959064327485,0.982456140350877,0
0.00584795321637427,0.929824561403509,0
0.0116959064327485,1,0
0,0.964912280701754,0
0,0.964912280701754,0
0.00584795321637427,1,0
0.0116959064327485,0.964912280701754,0
0.0116959064327485,0.964912280701754,0
0.00584795321637427,1,0
0.00584795321637427,0.982456140350877,0
0.00584795321637427,0.964912280701754,0
0,1,0
0,1,0
0.00584795321637427,0.947368421052632,0
0.0116959064327485,0.964912280701754,0
0.0116959064327485,1,0
0.0175438596491228,0.964912280701754,0
0.0116959064327485,0.982456140350877,0
0.0116959064327485,0.964912280701754,0
0,1,0
0.00584795321637427,1,0
0.0175438596491228,0.982456140350877,0
0.0292397660818713,0.982456140350877,0
0.0350877192982456,0.982456140350877,0
0.0116959064327485,1,0
0.00584795321637427,0.982456140350877,0
0.0233918128654971,1,0
0.0116959064327485,1,0
0.0116959064327485,0.982456140350877,0
0.0116959064327485,0.964912280701754,0
0.0175438596491228,0.947368421052632,0
0.00584795321637427,1,0
0.00584795321637427,0.982456140350877,0
0.0175438596491228,1,0
0.0175438596491228,0.982456140350877,0
0.0116959064327485,0.964912280701754,0
0.0116959064327485,0.982456140350877,0
0.00584795321637427,0.964912280701754,0
0.00584795321637427,0.982456140350877,0
0.0175438596491228,0.964912280701754,0
0,1,0
0.0116959064327485,0.947368421052632,0
0.00584795321637427,0.982456140350877,0
0.00584795321637427,0.982456140350877,0
0.00584795321637427,0.982456140350877,0
0,0.947368421052632,0
0.0116959064327485,0.964912280701754,0
0.0175438596491228,0.947368421052632,0
0.00584795321637427,0.964912280701754,0
0.0233918128654971,1,0
0.0175438596491228,0.982456140350877,0
0.00584795321637427,0.982456140350877,0
0.0116959064327485,0.947368421052632,0
0.0292397660818713,0.982456140350877,0
0.0116959064327485,0.964912280701754,0
0.00584795321637427,1,0
0.0116959064327485,0.947368421052632,0
0,0.982456140350877,0
0.00584795321637427,1,0
0,0.964912280701754,0
0.0116959064327485,1,0
0.00584795321637427,1,0
0.0175438596491228,0.982456140350877,0
0.00584795321637427,1,0
0,1,0
0.00584795321637427,0.982456140350877,0
0.00584795321637427,0.964912280701754,0
0.0116959064327485,1,0
0.0175438596491228,1,0
0.0116959064327485,1,0
0.0116959064327485,1,0
0.00584795321637427,0.982456140350877,0
0.0175438596491228,0.982456140350877,0
0,0.964912280701754,0
0.0116959064327485,0.982456140350877,0
0.00584795321637427,0.964912280701754,0
0.00584795321637427,0.964912280701754,0
0.00584795321637427,0.947368421052632,0
0.00584795321637427,0.982456140350877,0
0.00584795321637427,0.964912280701754,0
0.0116959064327485,0.982456140350877,0
0.0116959064327485,0.982456140350877,0
0.0116959064327485,0.964912280701754,0
0.0233918128654971,0.982456140350877,0
0.00584795321637427,1,0
0,1,0
0.00584795321637427,0.982456140350877,0
0.00584795321637427,0.964912280701754,0
0.0116959064327485,0.964912280701754,0
